,name,price,discount
725,YAWI Non Transfer & Kiss Proof Dark Brown Matte Finish ...,₹218,56% off
726,BLUSHIS Kiss of Love Liquid Melt Mini Lipstick Purple P...,₹99,50% off
727,Lakmé Enrich Matte Lipstick,₹225,23% off
728,SWISS BEAUTY Lipstick palette Matte - 03,₹314,10% off
729,seyblush Lipstick set of 24 Green tea extract multicolo...,₹199,50% off
730,Bay Watch Sensational Enrich Forever HD Creamy Matte Li...,₹199,33% off
731,Lakmé Forever Matte Liquid Lip Colour,₹226,23% off
732,Beauty Women High Defination Smudge proof Waterproof Lo...,₹179,70% off
733,ForSure Waterproof Liquid Matte Lipstick - Power Stay (...,₹205,17% off
734,"COLORBAR Matte Touch Lipstick Mini, Corals MTLM055",₹287,28% off
735,Lakmé 9TO5 Primer + Matte Lip Color,₹350,30% off
736,SWISS BEAUTY Non_Transfer Matte Lipstick (SB-209-15),₹190,23% off
737,SWISS BEAUTY HD Matte Lipstick (SB-212-07),₹202,32% off
738,"Sh.Huda Beauty longlasting smudgeproof lipstick , non t...",₹328,67% off
739,Lakmé Cushion Matte Lipstick,₹191,32% off
740,ROSEDALE Ultimate Retro Plum Elle Forever Catsuit Elega...,₹329,67% off
741,Renee Fab Bullet Lipstick L 25 Badass Brown,₹189,5% off
742,Huda Beauty Matte Gloss Lipstick Set Of 12,₹399,42% off
743,"Renee Fab 5 (5 in 1 Lipstick), 7.5g",₹569,24% off
744,ELLE 18 Color Pops Matte Lip Color,₹71,5% off
745,NYN Moisturzing Matte & Shiny Rich Color Lipstick Pack ...,₹279,20% off
746,SWISS BEAUTY Non_Transfer Matte Lipstick (SB-209-04),₹199,20% off
747,lipsip BEAUTY Set of 12 Liquid Lipsticks Matte Finish L...,₹344,56% off
748,Hilary Rhoda Ask Me About 5 Step Matte Lipstick {Multic...,₹95,52% off
749,RONZILLE Matte Non Transfer Liquid Lipstick Shade-10,₹189,36% off
750,Huda Girl Beauty Professional 5 in 1 Lipsticks Combo Se...,₹244,75% off
751,MAYBELLINE NEW YORK Sara's Favorite Sensational Liquid ...,₹718,30% off
752,SWISS BEAUTY Non Tranfer Long Lasting Lipstick SB-S17,₹240,19% off
753,Bay Watch Sensational Enrich Forever HD Creamy Matte Li...,₹199,33% off
754,NY bae Super Matte Lipstick Nude Brown - Peppy Pearson ...,₹152,17% off
755,"Renee Black Magic PH Stick - Madness, 3g",₹469,6% off
756,BLUSHIS Non Transfer Waterproof Super stay matte ink bo...,₹339,32% off
757,MISS ROSE Hangover Beauty Lipstck,₹207,48% off
758,SUGAR Cosmetics Matte As Hell Mini Sets - Bold,"₹1,099",38% off
759,SUGAR Cosmetics Smudge Me Not Liquid Lipstick,₹499,0
760,MARS Non Transfer Smudge Proof Butter Smooth Lipstick,₹226,35% off
761,MISS ROSE 2 in 1 lip liner and lipstick - 33 Sweet Girl,₹213,46% off
762,SUGAR Cosmetics Nude Rules Mini Lipstick Set,₹799,20% off
763,Lakmé Forever Matte Liquid Lip Colour -,₹215,27% off
764,MARS 3 Brown and Nude Shades Matte Lipstick Box Set,₹289,35% off
765,RONZILLE Matte Non Transfer Liquid Lipstick Shade-10,₹189,36% off
766,MY TYA Velver Matte 5 in 1 Fabulous Lipsticks 5in1,₹160,46% off
767,Lakmé Enrich Matte Lipstick,₹225,23% off
768,HOUSE OF MAKEUP Good On You - Espress(o) Yourself,₹500,16% off
769,myglamm Perfect Curves - Soleil,₹487,29% off
770,myglamm LIQUID MATTE LIPSTICK- MESS WITH ME,₹697,29% off
771,Lakmé Forever Matte Liquid Lip Colour,₹226,23% off
772,FACE UP KISS PROOF LONG WEAR MATTE LIQUID LIPSTICK 6ml ...,₹160,8% off
773,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstic...,₹695,0
774,"L'Oréal Paris Color Riche Moist Matte Lipstick, Sabyasa...",₹561,25% off
775,Lakmé Cushion Matte Lipstick,₹191,32% off
776,SWIZ HUDA PROFESSIONAL BEAUTY Liquid Lipsticks Set 12 P...,₹375,49% off
777,SERY Stay On Liquid Matte Lip Color -Autumn Wind,₹398,20% off
778,"BLUE HEAVEN Elegance Matte Lip color Waterproof, Long l...",₹237,24% off
779,Lakmé 9TO5 Primer + Matte Lip Color,₹350,30% off
780,COLORESSENCE Intense Liquid Lip Color Matte Long Lastin...,₹328,44% off
781,Bay Watch Sensational Enrich Forever HD Creamy Matte Li...,₹199,33% off
782,NattyU Premium Waterproof velvet Matte 10 Hour stay Lip...,₹299,57% off
783,"Renee Fab 5 (5 in 1 Lipstick), 7.5g",₹569,24% off
784,HUDA CRUSH BEAUTY Professional Color Sensational Liquid...,₹149,70% off
785,myglamm Lipstick Kit POPxo Makeup Collection -Mini Lip ...,₹149,57% off
786,ESSENCE LONG LASTING 07,₹310,0
787,MAYBELLINE NEW YORK Sara's Favorite Sensational Liquid ...,₹718,30% off
788,BLUE HEAVEN Walk Free Lipstick (LP 10),₹93,38% off
789,Yoviex Balm Super Matte Lipstick Combo Pack of 12 (Mult...,₹179,77% off
790,"MATTE18 Liquid Matte Lipstick Liquid Lipstick Set , Wat...",₹380,61% off
791,"Renee Black Magic PH Stick - Madness, 3g",₹469,6% off
792,Iba Liquid Lipstick,₹334,44% off
793,MARS Non-Transfer Water Proof Liquid Lipstick Pack of 3,₹299,22% off
794,BLUSHIS Kiss of Love Liquid Melt Mini Magenta colour sh...,₹99,50% off
795,lipsip BEAUTY Set of 12 Liquid Lipsticks Matte Finish L...,₹344,56% off
796,BLUSHIS Ultra Smooth Kiss of Love Liquid Melt Mini Red ...,₹99,50% off
797,myglamm HI-SHINE LIPSTICK -SUNSET SIENNA,₹665,30% off
798,myglamm HI-SHINE LIPSTICK -MAUVE STRUCK,₹665,30% off
799,SUGAR Cosmetics Smudge Me Not Liquid Lipstick,₹499,0
800,Huda Girl Beauty 5 in 1 Nude Edition Color Sensational ...,₹165,66% off
801,Perpaa Xpression Weightless Matte Waterproof Lipstick E...,₹356,64% off
802,ESSENCE Ultra Last Instant Colour Lipstick 14,₹188,23% off
803,Lakmé Forever Matte Liquid Lip Colour -,₹215,27% off
804,SWISS BEAUTY Non_Transfer Matte Lipstick (SB-209-17),₹198,20% off
805,Insight Non Transfer Waterproof Liquid Lip Color (LG40-...,₹170,10% off
806,SWISS BEAUTY Lipstick palette Matte - 01,₹298,0
807,Lakmé Enrich Matte Lipstick,₹225,23% off
808,BLUSHIS Ultra Smooth Kiss of Love Liquid Lipstick Red M...,₹159,20% off
809,COLORBAR velvet matte lipstick hot hot hot 01r,₹335,1% off
810,MARS Matinee Non Transfer Smudge Proof Ultra Pigmented ...,₹229,23% off
811,Lakmé Forever Matte Liquid Lip Colour,₹226,23% off
812,SUGAR Cosmetics Smudge Me Not Liquid Mini Lipstick,₹498,0
813,Renee Fab Bullet Lipstick L 22 Rusty Roar,₹189,5% off
814,Miss Claire Soft Matte Lip Lipstick - 57,₹225,23% off
815,Lakmé Cushion Matte Lipstick,₹191,32% off
816,Pink line Nude Matte Lipstick,₹499,50% off
817,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstic...,₹670,4% off
818,SWISS BEAUTY ALL ABOUT LIPS MATTE LIP PALETTE,₹245,29% off
819,Lakmé 9TO5 Primer + Matte Lip Color,₹350,30% off
820,MARS Smudge Proof Long Lasting Matte Lip Crayon With Sh...,₹219,4% off
821,DE'LANCI MULTISHADE LIP PALETTE-25 COLOR,₹938,62% off
822,BLUE HEAVEN Elegance matte Lip Color - 08,₹121,3% off
823,"Renee Fab 5 (5 in 1 Lipstick), 7.5g",₹569,24% off
824,BLUSHIS Kiss of Love Sensational Liquid Melt Mini Lipst...,₹99,45% off
825,"Juice Matte Lip Tint Combo L17 Shade No.: M-43, M-70",₹310,6% off
826,HOUSE OF MAKEUP Good On You - PINKIE SWEAR,₹499,16% off
827,MAYBELLINE NEW YORK Sara's Favorite Sensational Liquid ...,₹718,30% off
828,Renee Fab Bullet Lipstick L 13 Bloody Berry,₹189,5% off
829,"Volo Perfect Creamy with Matte Lipsticks Combo, Lip Gif...",₹329,17% off
830,SWISS BEAUTY Pure Matte Lipstick - 222,₹175,23% off
831,lipsip BEAUTY Set of 12 Liquid Lipsticks Matte Finish L...,₹344,56% off
832,SWISS BEAUTY Non Transfer Long Lasting Waterproof Lipst...,₹245,18% off
833,Glamzone Combo Balm Matte Lipstick - Set Of 12,₹99,60% off
834,HOUSE OF MAKEUP Good On You - 100% ORANGE,₹500,16% off
835,"Renee Black Magic PH Stick - Madness, 3g",₹469,6% off
836,"CUTE MUTE Professional Liquid Lipstick Combo, Set of 4 ...",₹105,65% off
837,Sh.Huda Beauty Liquid Matte lipstick set of 12,₹328,67% off
838,SWISS BEAUTY 12Hrs. Stay Matte Crayon Lipstick (SB-S18-...,₹220,26% off
839,Seven Seas Lip To Lip Matte Lipstick High Coverage,₹153,38% off
840,MISS ROSE Gorgo Girl Matte lipstick (37),₹119,60% off
841,ZODAK Lip Stuck Amplified Lipsticks- (Pack of 6),₹359,55% off
842,FACES CANADA Weightless Matte Finish Lipstick Forsake B...,₹270,9% off
843,Lakmé Forever Matte Liquid Lip Colour -,₹215,27% off
844,PINNER BEAUTE COLOR PINK MAGIC COLOR CHANGE LIPSTICK,₹75,62% off
845,SERY Stay On Liquid Matte Lip Color - Wander Lust,₹398,20% off
846,SWISS BEAUTY Non_Transfer Matte Lipstick (SB-209-24),₹199,20% off
847,Lakmé Enrich Matte Lipstick,₹225,23% off
848,NYN Matte lipstick set of 24,₹279,20% off
849,"colors queen Non transfer Beauty lips (Baby Pink, 7 ML)",₹249,0
850,BLUSHIS Beauty Women High Defination Smudge proof Water...,₹165,44% off
851,Lakmé Forever Matte Liquid Lip Colour,₹226,23% off
852,Insight Non Transfer Waterproof Liquid Lip Color (LG40-...,₹175,7% off
853,NY bae Primer + Matte Confessions of a Lip-a-holic Liqu...,₹187,24% off
854,MARS 3 Red and Maroon Matte Lipstick Box Set,₹289,35% off
855,Lakmé Cushion Matte Lipstick,₹191,32% off
856,NYKAA SO CREME,₹370,7% off
857,FASHION COLOUR NON TRANSFER LIPSTICK(SILVER)(57-62),₹249,16% off
858,GWENLOOK Super Stay Water Proof Sensational Liquid Matt...,₹189,36% off
859,Lakmé 9TO5 Primer + Matte Lip Color,₹350,30% off
860,SUGAR Cosmetics Air Kiss Powder Lipstick,₹499,0
861,"BLUE HEAVEN POWDER MATTE LIPSTICK FIERY ORANGE, RISK RE...",₹369,18% off
862,swenky 36 H Waterproof Liquid Eyeliner & Mini Matte Liq...,₹140,53% off
863,"Renee Fab 5 (5 in 1 Lipstick), 7.5g",₹569,24% off
864,MAYBELLINE NEW YORK mb-cs.liquid-02,₹345,1% off
865,Hilary Rhoda 5 STEP MATTE LIPSTICK,₹138,30% off
866,MISS ROSE Long-Lasting Lip Liner Matte Lip Pencil And L...,₹159,36% off
867,MAYBELLINE NEW YORK Sara's Favorite Sensational Liquid ...,₹718,30% off
868,BLUE HEAVEN Powder Matte Lipsticks,₹267,40% off
869,RONZILLE Matte Non Transfer Liquid Lipstick Shade-11,₹189,36% off
870,Insight Mega Last Smudge Proof Crayon Lipstick (13),₹189,21% off
871,"Renee Black Magic PH Stick - Madness, 3g",₹469,6% off
872,"Zhunmun ""Balm super matte lipstick combo pack of 12 (mu...",₹275,65% off
873,RONZILLE Matte Non Transfer Liquid Lipstick Shade-03,₹189,36% off
874,SUGAR POP Matte Lipcolour - 03 Peony,₹249,0
875,lipsip BEAUTY Set of 12 Liquid Lipsticks Matte Finish L...,₹344,56% off
876,ads Balm Matte- Lipstick - Set Of 12,₹115,22% off
877,Renee Creme Mini Lipsticks Set of 5,₹849,32% off
878,MAYBELLINE NEW YORK Color Sensational Lipstick,₹285,4% off
879,SUGAR Cosmetics Smudge Me Not Liquid Lipstick,₹499,0
880,HUDA CRUSH BEAUTY Swiss Edition Nude Lipsticks Combo Se...,₹239,76% off
881,SUGAR Cosmetics Good Moodies Lip Crayon,₹599,0
882,Insight Non Transfer Waterproof Liquid Lip Color (LG40-...,₹175,7% off
883,"Renee Fab 5 (5 in 1 Lipstick), 7.5g",₹569,24% off
884,MARS Ultra Matte Lipstick Pack of 4,₹219,63% off
885,Beauty Women High Defination Smudge proof Waterproof Lo...,₹275,54% off
886,SWISS BEAUTY Set 4 Enrich Lip Crayon,₹362,54% off
887,"Renee Black Magic PH Stick - Madness, 3g",₹469,6% off
888,BLUSHIS High Defination Long-lasting Waterproof Smudge ...,₹149,25% off
889,ESSENCE LONG LASTING 03,₹310,0
890,YAWI 5in1 Smudge Proof & Kiss Proof CORAL Lipstick,₹264,47% off
891,SUGAR Cosmetics Smudge Me Not Liquid Lipstick,₹499,0
892,SWISS BEAUTY 12Hrs. Stay Matte Crayon Lipstick (SB-S18-...,₹220,26% off
893,Bay Watch Sensational Enrich Forever HD Creamy Matte Li...,₹198,33% off
894,BLUE HEAVEN Special Lipstick Natural Magic (4g) Pack of...,₹160,11% off
895,MICIO Lucious Lips,₹120,55% off
896,RONZILLE Matte Liquid Lipstick | Transferproof | Smudge...,₹349,70% off
897,VBA 6 Colors set Tattoo Color Peel Off Mask Tint Long L...,₹800,38% off
898,kKode Matte Mini Pocket Long-Lasting Lipstick Combo Pac...,₹241,39% off
899,AngelX Crazy Matte Me Liquid Lipstick,₹149,25% off
900,"MATTE18 Pink Edition Liquid Matte Lipstick Combo , Wate...",₹380,61% off
901,MAYBELLINE NEW YORK Color Sensational Powder Matte Nude...,₹415,12% off
902,SWISS BEAUTY HD Matte Lipstick (SB-212-04),₹202,32% off
903,MAYBELLINE NEW YORK Sensational Liquid Matte Lipstick,₹266,23% off
904,MAYBELLINE NEW YORK SENSATIONAL LIQUID MATTE,₹594,0
905,HOUSE OF MAKEUP Good On You - BREW BERRY,₹499,16% off
906,NY bae Primer + Matte Liquid Lipstick Confessions of a ...,₹187,24% off
907,Renee Stay With Me Non Transfer Matte Liquid Lip Color ...,₹499,16% off
908,lipsip Matte Me Liquid Beauty Lipstick Set Of 6,₹199,71% off
909,BLUSHIS Non Transfer Waterproof Professionally Longlast...,₹149,50% off
910,"MAYBELLINE NEW YORK Sensational Liquid Matte Lipstick, ...",₹340,2% off
911,Seven Seas Lip Duo 2 In 1 Liquid Lipstick with Lipstick...,₹170,32% off
912,HOUSE OF MAKEUP Good On You - LETS CAFFEINATE,₹499,16% off
913,lujo Lip Shape Lipstick LongLasting Waterproof NonStick...,₹134,46% off
914,Seven Seas cinematic matt lipsticks women cosmetics mak...,₹224,36% off
915,MAYBELLINE NEW YORK Color Sensational Creamy Matte Lips...,₹210,29% off
916,GFSU MATTE LIPSTICK LONG LASTING & WATERPROOF ALL SKIN ...,₹342,31% off
917,M.A.R.S Perfect Make Up Lipstick Pencil Pack Of 6,₹417,78% off
918,myglamm SOFT MATTE LIPSTICK-COCOA BUTTER,₹665,30% off
919,Renee Check Matte Liquid Lip Color - Castle of Nude,₹299,14% off
920,myglamm LIQUID MATTE LIPSTICK- ENVY ME,₹697,29% off
921,SWISS BEAUTY (205) Lush Pink Pure Matte Lipstick Each 3...,₹199,13% off
922,myglamm POSE HD LIPSTICK - BURGUNDY,₹419,30% off
923,Lakmé Forever Matte Liquid Lip Colour -,₹215,27% off
924,BLUSHIS Kiss of Love Liquid Melt Mini Epic Magenta,₹99,50% off
925,YAWI 5in1 Smudge Proof & Kiss Proof CORAL Lipstick,₹264,47% off
926,CIVAKI Nude Edition h-U-d-A Quality Long Lasting Kiss P...,₹158,68% off
927,Lakmé Enrich Matte Lipstick,₹225,23% off
928,BLUSHIS Long Wear Non Transfer Sensational liquid matte...,₹165,33% off
929,BLUSHIS Hyperstay Liquid Matte Mini Lip colour combo Pa...,₹219,56% off
930,SWISS BEAUTY 12Hrs. Stay Matte Crayon Lipstick (SB-S18-...,₹218,27% off
931,Lakmé Cushion Matte Lipstick,₹191,32% off
932,NYKAA Mini Lipstick-Wicked Wine-07,₹189,5% off
933,Insight Non Transfer Waterproof Liquid Lip Color (LG40-...,₹175,7% off
934,SUGAR Cosmetics Smudge Me Not Lip Duo,₹569,5% off
935,Lakmé Forever Matte Liquid Lip Colour,₹226,23% off
936,ads SJ COLLECTION -PRO Waterproof Lip Make up Pencil St...,₹369,38% off
937,FACES CANADA Ultime Pro HD 11 BOLD WINE,₹715,10% off
938,AngelX Crazy Matte Me Liquid Lipstick,₹149,25% off
939,Lakmé 9TO5 Primer + Matte Lip Color,₹350,30% off
940,ADJD Long Lasting & Waterproof Creamy Matte Lipstick Pa...,₹445,10% off
941,BLUSHIS High Defination Smudge proof Waterproof Long la...,₹149,50% off
942,NYKAA Matte To Last! Mini Liquid Lipstick - Bombae 01,₹189,20% off
943,"Renee Fab 5 (5 in 1 Lipstick), 7.5g",₹569,24% off
944,SWISS BEAUTY (14) Famous Ultra Smooth Matte Liquid Lips...,₹160,19% off
945,GFSU crystal transparent color changing jelly moisturiz...,₹263,47% off
946,SWIZ HUDA Sensational Liquid Matte Lipsticks Nude And R...,₹225,54% off
947,MAYBELLINE NEW YORK Sara's Favorite Sensational Liquid ...,₹718,30% off
948,Hilary Rhoda GL01B Magic Color Change Lipstick,₹115,42% off
949,Insight Cosmetics 24 Hrs Non Transfer Matte Lipstick (L...,₹199,17% off
950,BLUE HEAVEN Hyper Stay Combo Liquid Matte Lipstick Shad...,₹299,31% off
951,lipsip BEAUTY Set of 12 Liquid Lipsticks Matte Finish L...,₹344,56% off
952,BLUSHIS High Defination Smudge proof Waterproof Long la...,₹179,55% off
953,Huda Girl Beauty Combo of 2 Fabulous Matte Shades 5 in ...,₹245,75% off
954,color blaze NON TRANSFER MATTE LIQUID LIPSTICK COMBO OF...,₹199,50% off
955,"Renee Black Magic PH Stick - Madness, 3g",₹469,6% off
956,FACES CANADA Weightless Matte Finish Lipstick Maroon Lo...,₹270,9% off
957,ads Lipstick set of 24 Green tea extract multicolor wit...,₹225,62% off
958,NYKAA So Matte! Mini Lipstick - 29 M Scarlet Siren,₹169,15% off
959,SUGAR Cosmetics Smudge Me Not Liquid Lipstick,₹499,0
960,SWIZ HUDA Sensational Liquid Matte Lipsticks Nude And R...,₹225,54% off
961,NYKAA Matte To Last! Mini Liquid Lipstick - Bombae 01,₹189,20% off
962,SWISS BEAUTY (14) Famous Ultra Smooth Matte Liquid Lips...,₹160,19% off
963,Lakmé Forever Matte Liquid Lip Colour -,₹215,27% off
964,Insight Cosmetics 24 Hrs Non Transfer Matte Lipstick (L...,₹199,17% off
965,Hilary Rhoda GL01B Magic Color Change Lipstick,₹115,42% off
966,FACES CANADA Weightless Matte Finish Lipstick Maroon Lo...,₹270,9% off
967,Lakmé Enrich Matte Lipstick,₹225,23% off
968,ads Lipstick set of 24 Green tea extract multicolor wit...,₹225,62% off
969,FACES CANADA COMFY MATTE LIP COLOR WITH NATURAL OILS FI...,₹370,7% off
970,PINNER Pink Magic Lipbalm-Magic-Pink_Combo-03 Strawberr...,₹75,62% off
971,Lakmé Forever Matte Liquid Lip Colour,₹226,23% off
972,SWISS BEAUTY 12Hrs. Stay Matte Crayon Lipstick (SB-S18-...,₹212,29% off
973,BLUSHIS Non Transfer Insta Beauty Waterproof Longlastin...,₹190,36% off
974,Seven Seas Sparky Bites Professional matte lipsticks wo...,₹353,66% off
975,Lakmé 9TO5 Primer + Matte Lip Color,₹350,30% off
976,MAYBELLINE NEW YORK Mesmarising Magenta 680,₹289,3% off
977,"Kiss Beauty Matte Lipstick 35721, Multicolor, 3.5g each...",₹379,24% off
978,NYKAA Mini Lipstick-Taupe Thrill-12M,₹189,5% off
979,Lakmé Cushion Matte Lipstick,₹191,32% off
980,A & R Enterprises Minifei Lipstick,₹350,41% off
981,COLORESSENCE Intense Liquid Lip Colour Matte Long Lasti...,₹299,25% off
982,INCOLOR Exposed Long Last Matte Effect Lip Gloss Matte ...,₹200,19% off
983,"Renee Fab 5 (5 in 1 Lipstick), 7.5g",₹569,24% off
984,Renee Fab Bullet Lipstick L 03 Scarlet Salsa,₹189,5% off
985,MARS Nutrition Peptide Smooth And Repair Lip Skin Lipst...,₹331,49% off
986,Teen.Teen Colorlife Combo New,₹325,43% off
987,lipsip BEAUTY Set of 12 Liquid Lipsticks Matte Finish L...,₹344,56% off
988,lipsip Red Matte and Lipgloss Lipstick 1pc,₹141,64% off
989,Kiss Beauty Matte Minis Red Edition Liquid Lipstick Set...,₹106,78% off
990,NY bae Primer + Matte Confessions of a Lip-a-holic Liqu...,₹187,24% off
991,MAYBELLINE NEW YORK Sara's Favorite Sensational Liquid ...,₹718,30% off
992,SWISS BEAUTY 12Hrs. Stay Matte Crayon Lipstick (SB-S18-...,₹220,26% off
993,"COLOR GEL High Definition Waterproof, liquid Matte Lips...",₹199,42% off
994,BLUSHIS High Defination Smudge proof Waterproof Long la...,₹99,66% off
995,"Renee Black Magic PH Stick - Madness, 3g",₹469,6% off
996,Perpaa Power Stay Liquid Matte Lipstick - Waterproof co...,₹403,59% off
997,NYKAA Matte To Last ! Liquid Lipstick - Maharani,₹567,5% off
998,Insight Non Transfer Waterproof Liquid Lip Color (LG40-...,₹175,7% off
999,SUGAR Cosmetics Smudge Me Not Liquid Lipstick,₹499,0
